Title,Movie Rating,Year,Gross Income in millions (USD),Movie Genre,Movie Runtime,IMDb Rating,Votes,Budget in millions (USD),Profit percent
Flyboys,PG-13,2006,13.08,"Action,Drama,History",140,6.5,40672.0,60.0,-78.2
Flying By,PG-13,2009,22.810000000000002,"Drama,Family,Music",90,4.6,48903.0,5.0,-100.0
Focus,PG-13,2001,0.72,"Drama,Romance",106,6.7,2895.0,65.0,-98.8923076923077
Focus,R,2015,53.86,"Comedy,Crime,Drama",105,6.6,210700.0,65.0,-17.138461538461538
"Food, Inc.",PG,2008,4.42,"Documentary,News",94,7.8,48909.0,1.0,342.0
Fool's Gold,PG-13,2008,70.23,"Action,Adventure,Comedy",112,5.7,72033.0,72.5,-3.131034482758615
Foolish,R,1999,6.03,"Comedy,Drama",84,5.1,7287.0,1.6,276.875
Footloose,PG-13,2011,51.8,"Comedy,Drama,Music",113,5.9,45349.0,24.0,115.83333333333331
Footloose,PG-13,2011,51.8,"Comedy,Drama,Music",113,5.9,45349.0,8.2,531.7073170731707
For Colored Girls,R,2010,37.72,Drama,133,6.1,7046.0,21.0,79.6190476190476
For Love of the Game,PG-13,1999,35.17,"Drama,Romance,Sport",137,6.6,31069.0,50.0,-29.659999999999997
For Your Consideration,PG-13,2006,5.54,Comedy,86,6.3,13591.0,12.0,-53.833333333333336
Foreign Letters,G,2012,0.08,"Comedy,Drama",99,6.8,190.0,0.04,100.0
Forever My Girl,PG,2018,16.38,"Drama,Music,Romance",108,6.7,13571.0,3.5,368.0
Forget Me Not,R,2009,22.810000000000002,"Horror,Romance,Thriller",103,5.2,48903.0,1.3,-100.0
Forgetting Sarah Marshall,R,2008,63.17,"Comedy,Drama,Romance",111,7.1,257701.0,30.0,110.56666666666668
Forrest Gump,PG-13,1994,330.25,"Drama,Romance",142,8.8,1743371.0,55.0,500.4545454545455
Forsaken,R,2015,22.810000000000002,"Action,Drama,Western",90,6.3,48903.0,18.0,-100.0
Fort McCoy,R,2011,0.07,"Drama,History,War",100,5.9,357.0,3.0,-97.66666666666667
Fortress,R,2012,22.810000000000002,"Action,Drama,War",105,5.0,48903.0,12.0,-100.0
Forty Shades of Blue,R,2005,22.810000000000002,"Drama,Music,Romance",108,6.2,48903.0,1.5,-100.0
Four Brothers,R,2005,74.49,"Action,Crime,Drama",109,6.8,131362.0,30.0,148.29999999999998
Four Christmases,PG-13,2008,120.15,"Comedy,Drama,Romance",88,5.7,61506.0,80.0,50.18750000000001
Four Rooms,R,1995,4.3,Comedy,98,6.8,96114.0,4.0,7.499999999999996
Frailty,R,2001,13.1,"Crime,Drama,Thriller",100,7.2,74708.0,11.0,19.09090909090909
Frances Ha,R,2012,4.06,"Comedy,Drama,Romance",86,7.5,70206.0,3.0,35.33333333333332
Frankenstein,R,1994,22.01,"Drama,Horror,Romance",123,6.4,50056.0,45.0,-51.08888888888888
Frankenstein,R,2015,22.810000000000002,"Horror,Sci-Fi,Thriller",89,5.1,48903.0,45.0,-100.0
Frankenweenie,PG,2012,35.29,"Animation,Comedy,Family",87,6.9,94947.0,39.0,-9.512820512820515
Freakonomics,PG-13,2010,0.1,Documentary,85,6.4,6639.0,2.9,-96.55172413793103
Freaks of Nature,R,2015,22.810000000000002,"Comedy,Horror,Sci-Fi",92,5.9,48903.0,33.0,-100.0
Freaky Deaky,R,2012,22.810000000000002,"Comedy,Crime,Thriller",90,6.0,48903.0,6.0,-100.0
Freaky Friday,PG,2003,110.23,"Comedy,Family,Fantasy",97,6.1,121765.0,26.0,323.96153846153845
Freddy Got Fingered,R,2001,14.25,Comedy,87,4.6,45342.0,15.0,-5.0
Freddy vs. Jason,R,2003,82.62,"Action,Horror",97,5.7,108142.0,25.0,230.48000000000002
Free Birds,PG,2013,55.75,"Animation,Adventure,Comedy",91,5.9,21995.0,55.0,1.3636363636363635
Free State of Jones,R,2016,20.76,"Action,Biography,Drama",139,6.9,49481.0,50.0,-58.48
Free Style,PG,2008,0.14,Drama,94,4.0,411.0,10.0,-98.6
Free Willy,PG,1993,77.7,"Adventure,Drama,Family",112,6.0,67098.0,20.0,288.5
Freedom,R,2014,22.810000000000002,"Drama,Music",94,6.4,48903.0,14.5,-100.0
Freedom Writers,PG-13,2007,36.61,"Biography,Crime,Drama",123,7.5,66314.0,21.0,74.33333333333333
Freeheld,PG-13,2015,0.53,"Biography,Drama,Romance",103,6.6,11334.0,7.0,-92.42857142857143
Freeway,R,1996,0.3,"Comedy,Crime,Drama",102,6.8,25780.0,3.0,-90.0
Frequency,PG-13,2000,45.01,"Crime,Drama,Mystery",118,7.3,98965.0,31.0,45.19354838709677
Frida,R,2002,25.89,"Biography,Drama,Romance",123,7.4,79065.0,12.0,115.75
Friday,R,1995,27.47,"Comedy,Drama",91,7.3,96973.0,3.5,684.8571428571428
Friday After Next,R,2002,32.98,"Comedy,Drama",85,5.8,25061.0,10.0,229.79999999999995
Friday Night Lights,PG-13,2004,61.19,"Action,Drama,Sport",118,7.2,57696.0,30.0,103.96666666666665
Friday the 13th,R,2009,65.0,"Horror,Mystery,Thriller",97,5.5,94523.0,17.0,282.3529411764706
Friday the 13th,R,2009,65.0,"Horror,Mystery,Thriller",97,5.5,94523.0,0.55,11718.181818181818
Fried Green Tomatoes,PG-13,1991,82.42,Drama,130,7.7,65013.0,11.0,649.2727272727274
Friends with Benefits,R,2011,55.8,"Comedy,Romance",109,6.5,332625.0,35.0,59.428571428571416
Friends with Money,R,2006,13.37,"Comedy,Drama,Romance",88,5.7,26563.0,6.5,105.69230769230768
Fright Night,R,2011,18.3,"Comedy,Horror",106,6.3,97767.0,30.0,-38.99999999999999
From Dusk Till Dawn,R,1996,25.75,"Action,Crime,Horror",108,7.2,279617.0,20.0,28.749999999999996
From Hell,R,2001,31.6,"Horror,Mystery,Thriller",122,6.8,144202.0,35.0,-9.71428571428571
Frontera,PG-13,2014,0.06,"Drama,Thriller,Western",103,6.6,7267.0,2.3,-97.39130434782608
Frost/Nixon,R,2008,18.59,"Biography,Drama,History",122,7.7,100906.0,29.0,-35.89655172413793
Frozen,R,2010,0.24,"Adventure,Drama,Thriller",93,6.1,65958.0,150.0,-99.83999999999999
Frozen,PG,2013,400.74,"Animation,Adventure,Comedy",102,7.4,557898.0,150.0,167.16
Frozen River,R,2008,2.51,"Crime,Drama",97,7.1,24282.0,1.0,150.99999999999997
Fruitvale Station,R,2013,16.1,"Biography,Crime,Drama",85,7.5,73279.0,0.9,1688.888888888889
Full Frontal,R,2001,22.810000000000002,Comedy,90,5.2,48903.0,2.0,-100.0
Full Frontal,R,2002,2.51,"Comedy,Romance",101,4.7,9388.0,2.0,25.49999999999999
Fun Size,PG-13,2012,9.4,"Adventure,Comedy",86,5.4,13449.0,14.0,-32.857142857142854
Funny Games,R,2007,1.29,"Crime,Drama,Thriller",111,6.6,88480.0,15.0,-91.4
Funny People,R,2009,51.86,"Comedy,Drama",146,6.3,112732.0,72.5,-28.46896551724138
Fury,R,2009,22.810000000000002,"Comedy,Music,Thriller",83,4.6,48903.0,80.0,-100.0
Fury,R,2014,85.82,"Action,Drama,War",134,7.6,412550.0,80.0,7.2749999999999915
G-Force,PG,2009,119.44,"Action,Adventure,Comedy",88,5.1,41695.0,150.0,-20.373333333333335
G.I. Jane,R,1997,48.17,"Action,Drama,War",125,5.9,71748.0,50.0,-3.6599999999999966
G.I. Joe: Retaliation,PG-13,2013,122.52,"Action,Adventure,Sci-Fi",110,5.8,170742.0,140.0,-12.48571428571429
G.I. Joe: The Rise of Cobra,PG-13,2009,152.27,"Action,Adventure,Sci-Fi",118,5.8,196402.0,175.0,-12.988571428571422
Gabriela,R,2001,2.33,"Drama,Romance",93,5.1,1436.0,0.05,4560.0
Galaxy Quest,PG,1999,71.58,"Adventure,Comedy,Sci-Fi",102,7.3,144979.0,45.0,59.06666666666667
Game Night,R,2018,69.18,"Action,Comedy,Crime",100,6.9,195244.0,37.0,86.972972972973
Gamer,R,2009,20.49,"Action,Sci-Fi,Thriller",95,5.8,128353.0,50.0,-59.02
Gangs of New York,R,2002,77.81,"Crime,Drama",167,7.5,394766.0,97.0,-19.783505154639172
Gangster Squad,R,2013,46.0,"Action,Crime,Drama",113,6.7,203131.0,60.0,-23.333333333333332
Garden State,R,2004,26.78,"Comedy,Drama,Romance",102,7.4,204878.0,2.5,971.1999999999999
Garfield: A Tail of Two Kitties,PG,2006,28.43,"Animation,Adventure,Comedy",82,5.0,37773.0,60.0,-52.61666666666667
Gattaca,PG-13,1997,12.34,"Drama,Sci-Fi,Thriller",106,7.8,274379.0,36.0,-65.72222222222223
Genius,PG-13,2016,1.36,"Biography,Drama",104,6.6,17280.0,17.0,-92.0
Gentlemen Broncos,PG-13,2009,0.11,"Adventure,Comedy,Sci-Fi",90,6.2,10725.0,9.5,-98.8421052631579
George and the Dragon,PG,2004,22.810000000000002,"Action,Adventure,Comedy",93,5.7,48903.0,32.0,-100.0
Georgia Rule,R,2007,18.88,"Comedy,Drama",113,5.8,23605.0,20.0,-5.600000000000005
Geostorm,PG-13,2017,33.7,"Action,Sci-Fi,Thriller",109,5.3,90033.0,100.0,-66.3
Gerry,R,2002,0.24,"Adventure,Drama,Mystery",103,6.1,17588.0,7.0,-96.57142857142857
Get Carter,R,2000,14.97,"Action,Crime,Drama",102,5.2,32025.0,40.0,-62.575
Get Hard,R,2015,90.41,"Comedy,Crime",100,6.0,119314.0,40.0,126.02499999999999
Get Him to the Greek,R,2010,60.97,"Comedy,Music",109,6.4,167352.0,40.0,52.425
Get Low,PG-13,2009,9.18,"Drama,Mystery",103,7.0,21818.0,7.0,31.14285714285714
Get Out,R,2017,176.04,"Horror,Mystery,Thriller",104,7.7,466629.0,5.0,3420.7999999999997
Get Over It,PG-13,2001,11.56,"Comedy,Romance",87,5.7,17665.0,10.0,15.600000000000005
Get Rich or Die Tryin',R,2005,30.98,"Biography,Crime,Drama",117,5.4,43299.0,40.0,-22.549999999999997
Get Shorty,R,1995,72.08,"Comedy,Crime,Thriller",105,6.9,74230.0,30.25,138.28099173553719
Get Smart,PG-13,2008,130.32,"Action,Adventure,Comedy",110,6.5,199781.0,80.0,62.89999999999999
Get on Up,PG-13,2014,30.51,"Biography,Drama,Music",139,6.9,20096.0,30.0,1.7000000000000053
Get on the Bus,R,1996,5.73,"Drama,History",120,6.7,4988.0,2.4,138.75000000000003
Getaway,PG-13,2013,10.49,"Action,Crime,Thriller",90,4.4,22919.0,18.0,-41.72222222222222
Gettysburg,PG,1993,10.77,"Drama,History,War",271,7.6,25545.0,25.0,-56.92
Ghost,PG-13,1990,217.63,"Drama,Fantasy,Romance",127,7.0,190956.0,22.0,889.2272727272727
Ghost Dog: The Way of the Samurai,R,1999,3.31,"Action,Crime,Drama",116,7.5,82875.0,2.0,65.5
Ghost Rider,PG-13,2007,115.8,"Action,Fantasy,Thriller",110,5.2,219063.0,120.0,-3.500000000000002
Ghost Rider: Spirit of Vengeance,PG-13,2011,51.77,"Action,Fantasy,Thriller",96,4.3,108637.0,57.0,-9.175438596491222
Ghost Ship,PG,1992,22.810000000000002,"Adventure,Family",93,4.5,48903.0,20.0,-100.0
Ghost Ship,R,2002,30.11,Horror,91,5.5,91395.0,20.0,50.55
Ghost Town,PG-13,2008,13.21,"Comedy,Drama,Fantasy",102,6.7,68744.0,20.0,-33.949999999999996
Ghost World,R,2001,6.22,"Comedy,Drama",111,7.3,111200.0,5.5,13.090909090909086
Ghost in the Shell,PG-13,2017,40.56,"Action,Crime,Drama",107,6.3,190476.0,110.0,-63.12727272727272
Ghostbusters,PG-13,2016,128.34,"Action,Comedy,Fantasy",117,5.2,198840.0,144.0,-10.874999999999996
Ghostbusters,PG-13,2016,128.34,"Action,Comedy,Fantasy",117,5.2,198840.0,30.0,327.8
Ghosts of Mississippi,PG-13,1996,13.05,"Drama,History",130,6.7,9896.0,36.0,-63.74999999999999
Gifted,PG-13,2017,24.8,Drama,101,7.6,94697.0,7.0,254.2857142857143
Girl 6,R,1996,4.9,"Comedy,Drama",108,5.1,5786.0,12.0,-59.166666666666664
Girl with a Pearl Earring,PG-13,2003,11.63,"Biography,Drama,Romance",100,6.9,70931.0,12.0,-3.083333333333327
"Girl, Interrupted",R,1999,28.87,"Biography,Drama",127,7.3,159297.0,24.0,20.29166666666667
Girls Trip,R,2017,115.17,"Adventure,Comedy,Drama",122,6.2,32949.0,28.0,311.32142857142856
Gladiator,R,1992,9.22,"Action,Drama,Sport",101,6.5,7993.0,103.0,-91.0485436893204
Gladiator,R,2000,187.71,"Action,Adventure,Drama",155,8.5,1299533.0,103.0,82.24271844660194
Glass,PG-13,2019,111.05,"Drama,Sci-Fi,Thriller",129,6.7,195094.0,20.0,455.25
Glee: The 3D Concert Movie,PG,2011,11.86,"Documentary,Music",84,5.4,5568.0,9.0,31.77777777777777
Glengarry Glen Ross,R,1992,10.73,"Crime,Drama,Mystery",100,7.7,93321.0,12.5,-14.159999999999998
Gloria,R,1999,4.16,"Crime,Drama,Thriller",108,5.2,5334.0,30.0,-86.13333333333333
Glory Road,PG,2006,42.64,"Biography,Drama,Sport",118,7.2,42075.0,30.0,42.13333333333333
Goal! The Dream Begins,PG-13,2005,4.28,"Adventure,Drama,Romance",118,6.7,59393.0,33.0,-87.03030303030303
God's Army,PG,2000,2.64,Drama,108,6.4,1013.0,0.3,780.0000000000001
Gods and Generals,PG-13,2003,12.87,"Biography,Drama,History",219,6.4,15102.0,55.0,-76.6
Gods and Monsters,R,1998,6.39,"Biography,Drama",105,7.4,28717.0,3.5,82.57142857142856
Gods of Egypt,PG-13,2016,31.15,"Action,Adventure,Fantasy",127,5.4,102245.0,140.0,-77.75
Godsend,PG-13,2004,14.38,"Action,Drama,Fantasy",102,4.8,24547.0,30.0,-52.06666666666666
Godzilla,PG-13,1998,136.31,"Action,Sci-Fi,Thriller",139,5.4,179006.0,160.0,-14.806249999999999
Godzilla,PG-13,1998,136.31,"Action,Sci-Fi,Thriller",139,5.4,179006.0,125.0,9.048000000000002
Godzilla,PG-13,2014,200.68,"Action,Adventure,Sci-Fi",123,6.4,368530.0,160.0,25.425000000000004
Godzilla,PG-13,2014,200.68,"Action,Adventure,Sci-Fi",123,6.4,368530.0,125.0,60.54400000000001
Godzilla: King of the Monsters,PG-13,2019,110.5,"Action,Adventure,Fantasy",132,6.0,122731.0,170.0,-35.0
Going in Style,PG-13,2017,45.0,"Comedy,Crime",96,6.6,74212.0,24.0,87.5
Going the Distance,R,2010,17.8,"Comedy,Romance",102,6.3,56047.0,32.0,-44.375
Gone Girl,R,2014,167.77,"Drama,Mystery,Thriller",149,8.1,826650.0,61.0,175.03278688524594
Gone in 60 Seconds,PG-13,2000,101.65,"Action,Crime,Thriller",118,6.5,255812.0,103.3,-1.5972894482090914
Tyler Perry's Good Deeds,PG-13,2012,35.03,"Comedy,Drama,Romance",110,5.5,7294.0,14.0,150.21428571428572
Good Dick,R,2008,0.02,"Comedy,Drama,Romance",86,6.4,7657.0,0.2,-90.0
Good Intentions,PG-13,2010,22.810000000000002,Comedy,84,5.2,48903.0,10.0,-100.0
Good Luck Chuck,R,2007,34.93,"Comedy,Romance",96,5.6,84488.0,25.0,39.72
Good Will Hunting,R,1997,138.43,"Drama,Romance",126,8.3,831351.0,10.0,1284.3
Goodfellas,R,1990,46.84,"Biography,Crime,Drama",146,8.7,984139.0,25.0,87.36000000000001
Goosebumps,PG,2015,80.08,"Adventure,Comedy,Family",103,6.3,78105.0,58.0,38.068965517241374
Goosebumps 2: Haunted Halloween,PG,2018,46.7,"Adventure,Comedy,Family",90,5.6,16183.0,35.0,33.42857142857144
Gosford Park,R,2001,41.31,"Comedy,Drama,Mystery",131,7.2,78417.0,18.0,129.50000000000003
Gossip,R,2000,5.11,"Drama,Mystery,Thriller",90,5.9,14226.0,14.0,-63.5
Gothika,R,2003,59.69,"Horror,Mystery,Thriller",98,5.8,104394.0,40.0,49.224999999999994
Gotti,R,1996,22.810000000000002,"Biography,Crime,Drama",117,7.2,48903.0,10.0,-100.0
Gotti,R,2018,4.34,"Biography,Crime,Drama",112,4.8,12910.0,10.0,-56.60000000000001
Grace,R,2009,0.01,"Drama,Horror,Thriller",84,5.1,7601.0,5.0,-99.8
Grace,R,2014,22.810000000000002,"Horror,Thriller",87,4.8,48903.0,5.0,-100.0
Grace Unplugged,PG,2013,2.51,"Drama,Music",102,6.1,3190.0,1.7,47.647058823529406
Gracie,PG-13,2007,2.96,"Biography,Drama,Sport",95,6.1,3991.0,9.0,-67.11111111111111
Gran Torino,R,2008,148.1,Drama,116,8.1,703777.0,25.0,492.4
Grand Theft Parsons,PG-13,2003,22.810000000000002,"Adventure,Comedy,Drama",88,6.0,48903.0,1.2,-100.0
Gravity,PG-13,2013,274.09,"Drama,Sci-Fi,Thriller",91,7.7,751990.0,110.0,149.17272727272726
Greater,PG,2016,1.99,"Biography,Family,Sport",130,7.3,4190.0,9.0,-77.88888888888889
Green Book,PG-13,2018,85.08,"Biography,Comedy,Drama",130,8.2,333875.0,23.0,269.9130434782609
Green Lantern,PG-13,2011,116.6,"Action,Adventure,Sci-Fi",114,5.5,262271.0,200.0,-41.7
Green Room,R,2015,3.22,"Horror,Music,Thriller",95,7.0,102572.0,5.0,-35.6
Green Zone,R,2010,35.05,"Action,Drama,Thriller",115,6.8,127083.0,100.0,-64.95
Gremlins 2: The New Batch,PG-13,1990,41.48,"Comedy,Fantasy,Horror",106,6.4,90133.0,50.0,-17.040000000000006
Gridiron Gang,PG-13,2006,38.43,"Biography,Crime,Drama",125,6.9,51601.0,30.0,28.099999999999998
Griffin & Phoenix,PG-13,2006,22.810000000000002,"Comedy,Drama,Romance",102,7.0,48903.0,0.5,-100.0
The Brothers Grimsby,R,2016,6.86,"Action,Adventure,Comedy",83,6.2,88870.0,35.0,-80.4
Grindhouse,R,2007,25.03,"Action,Horror,Thriller",191,7.5,175772.0,53.0,-52.77358490566038
Groove,R,2000,1.11,"Drama,Music",86,6.6,3991.0,0.5,122.00000000000001
Grosse Pointe Blank,R,1997,28.01,"Action,Comedy,Crime",107,7.3,86116.0,15.0,86.73333333333333
Groundhog Day,PG,1993,70.91,"Comedy,Fantasy,Romance",101,8.0,566730.0,14.6,385.6849315068493
Grown Ups,PG-13,2010,162.0,Comedy,102,5.9,223098.0,75.0,115.99999999999999
Grown Ups 2,PG-13,2013,133.67,Comedy,101,5.4,136833.0,80.0,67.08749999999999
Grudge Match,PG-13,2013,29.81,"Comedy,Drama,Sport",113,6.4,56653.0,40.0,-25.475
Guardians of the Galaxy,PG-13,2014,333.18,"Action,Adventure,Comedy",121,8.0,1018349.0,170.0,95.98823529411766
Guess Who,PG-13,2005,68.92,"Comedy,Romance",105,5.9,39615.0,35.0,96.91428571428573
Gulliver's Travels,PG,1996,22.810000000000002,"Adventure,Drama,Family",186,6.9,48903.0,112.0,-100.0
Gulliver's Travels,PG,2010,42.78,"Adventure,Comedy,Family",85,4.9,64451.0,112.0,-61.80357142857142
Gun Shy,R,2000,1.63,"Comedy,Crime,Romance",101,5.7,6816.0,10.0,-83.7
Hacksaw Ridge,R,2016,67.21,"Biography,Drama,History",139,8.1,413837.0,40.0,68.02499999999998
"Hail, Caesar!",PG-13,2016,30.08,"Comedy,Drama,Music",106,6.3,120573.0,22.0,36.72727272727272
Hairspray,PG,2007,118.87,"Comedy,Drama,Musical",117,6.6,117621.0,75.0,58.49333333333334
Half Baked,R,1998,17.28,"Comedy,Crime",82,6.7,56859.0,8.0,116.00000000000001
Half Nelson,R,2006,2.69,Drama,106,7.2,83008.0,0.7,284.2857142857143
Half Past Dead,PG-13,2002,15.36,"Action,Crime,Thriller",98,4.7,14381.0,25.0,-38.56
Hall Pass,R,2011,45.06,"Comedy,Romance",105,5.8,118099.0,68.0,-33.73529411764706
Halloween,R,2007,58.27,Horror,109,6.1,106725.0,15.0,288.4666666666667
Halloween,R,2007,58.27,Horror,109,6.1,106725.0,10.0,482.7
Halloween,R,2007,58.27,Horror,109,6.1,106725.0,0.325,17829.230769230766
Halloween,R,2018,159.34,"Crime,Horror,Thriller",106,6.6,110965.0,15.0,962.2666666666668
Halloween,R,2018,159.34,"Crime,Horror,Thriller",106,6.6,110965.0,10.0,1493.4
Halloween,R,2018,159.34,"Crime,Horror,Thriller",106,6.6,110965.0,0.325,48927.692307692305
Halloween II,R,2009,33.39,Horror,105,4.9,47223.0,2.5,1235.6
Halloween: Resurrection,R,2002,30.35,"Horror,Thriller",94,4.0,36361.0,15.0,102.33333333333334
Halloween: The Curse of Michael Myers,R,1995,15.12,"Horror,Thriller",87,4.9,30038.0,5.0,202.4
The Hammer,PG-13,2010,0.08,"Biography,Drama,Sport",108,7.0,1672.0,0.85,-90.58823529411765
Hamlet,PG,1990,20.71,Drama,135,6.7,20925.0,18.0,15.05555555555556
Hamlet,PG,1990,20.71,Drama,135,6.7,20925.0,2.0,935.5
Hamlet,PG-13,1996,4.41,Drama,242,7.7,35405.0,18.0,-75.5
Hamlet,PG-13,1996,4.41,Drama,242,7.7,35405.0,2.0,120.5
Hamlet,R,2000,1.57,"Drama,Romance,Thriller",112,5.9,8958.0,18.0,-91.27777777777779
Hamlet,R,2000,1.57,"Drama,Romance,Thriller",112,5.9,8958.0,2.0,-21.499999999999996
Hamlet,PG,2009,22.810000000000002,Drama,180,8.2,48903.0,18.0,-100.0
Hamlet,PG,2009,22.810000000000002,Drama,180,8.2,48903.0,2.0,-100.0
Hamlet 2,R,2008,4.88,"Comedy,Music",92,6.3,16389.0,9.0,-45.77777777777778
Hancock,PG-13,2008,227.95,"Action,Fantasy",92,6.4,435261.0,150.0,51.96666666666666
Hands of Stone,R,2016,4.71,"Biography,Drama,Sport",111,6.6,14469.0,20.0,-76.44999999999999
Hanging Up,PG-13,2000,36.05,"Comedy,Drama",94,4.9,11648.0,40.0,-9.875000000000007
Hanna,PG-13,2011,40.26,"Action,Drama,Thriller",111,6.8,187141.0,30.0,34.19999999999999
Hannibal,R,2001,165.09,"Crime,Drama,Thriller",131,6.8,248656.0,87.0,89.75862068965517
Hannibal Rising,R,2007,27.67,"Adventure,Crime,Drama",121,6.2,101749.0,50.0,-44.66
Hansel & Gretel: Witch Hunters,R,2013,55.7,"Action,Fantasy,Horror",88,6.1,191413.0,50.0,11.400000000000006
Happily N'Ever After,PG,2006,15.59,"Animation,Adventure,Comedy",87,4.5,9928.0,47.0,-66.82978723404254
Happy Christmas,R,2014,0.03,"Comedy,Drama",82,5.4,7533.0,0.07,-57.14285714285715
Happy Death Day,PG-13,2017,55.68,"Horror,Mystery,Thriller",96,6.5,109200.0,5.0,1013.5999999999999
Happy Death Day 2U,PG-13,2019,28.05,"Comedy,Horror,Mystery",100,6.2,51246.0,9.0,211.66666666666666
Happy Feet,PG,2006,198.0,"Animation,Adventure,Comedy",108,6.4,166045.0,85.0,132.94117647058823
Happy Feet Two,PG,2011,64.01,"Animation,Adventure,Comedy",100,5.9,40701.0,135.0,-52.58518518518518
Happy Gilmore,PG-13,1996,38.62,"Comedy,Sport",92,7.0,191358.0,10.0,286.2
Happy Valley,PG-13,2007,22.810000000000002,Drama,85,5.7,48903.0,0.25,-100.0
Happy Valley,PG-13,2008,0.07,Documentary,90,6.4,71.0,0.25,-72.0
"Happy, Texas",PG-13,1999,1.94,"Comedy,Crime,Romance",98,6.3,9444.0,1.7,14.117647058823529
Hardball,PG-13,2001,40.22,"Drama,Sport",106,6.4,27621.0,21.0,91.52380952380952
Hardball,R,1997,22.810000000000002,"Action,Drama",97,4.5,48903.0,21.0,-100.0
Hard Candy,R,2005,1.01,"Drama,Thriller",104,7.1,151362.0,0.95,6.315789473684216
Hard Rain,R,1998,19.82,"Action,Crime,Drama",97,5.9,31495.0,70.0,-71.68571428571428
Hardcore Henry,R,2015,9.25,"Action,Adventure,Sci-Fi",96,6.7,83887.0,2.0,362.5
Hardflip,PG-13,2012,0.1,"Action,Drama",112,5.5,749.0,1.0,-90.0
Harley Davidson and the Marlboro Man,R,1991,7.43,"Action,Crime,Drama",98,6.2,18033.0,23.0,-67.69565217391305
Harold & Kumar Escape from Guantanamo Bay,R,2008,38.09,"Adventure,Comedy",114,6.6,128879.0,12.0,217.41666666666669
Harold & Kumar Go to White Castle,R,2004,18.23,"Adventure,Comedy",88,7.1,178785.0,9.0,102.55555555555556
Harriet the Spy,PG,1996,26.54,"Comedy,Drama,Family",100,5.9,9434.0,13.0,104.15384615384615
Harry Potter and the Chamber of Secrets,PG,2002,261.99,"Adventure,Family,Fantasy",161,7.4,531996.0,100.0,161.99
Harry Potter and the Goblet of Fire,PG-13,2005,290.01,"Adventure,Family,Fantasy",157,7.7,526842.0,150.0,93.33999999999999
Harry Potter and the Half-Blood Prince,PG,2009,301.96,"Action,Adventure,Family",153,7.6,454578.0,250.0,20.783999999999992
Harry Potter and the Order of the Phoenix,PG-13,2007,292.0,"Action,Adventure,Family",138,7.5,490492.0,150.0,94.66666666666667
Harry Potter and the Prisoner of Azkaban,PG,2004,249.36,"Adventure,Family,Fantasy",142,7.9,529299.0,130.0,91.81538461538462
Harsh Times,R,2005,3.34,"Action,Crime,Drama",116,6.9,62156.0,2.0,67.0
Hart's War,R,2002,19.08,"Drama,War",125,6.3,50100.0,70.0,-72.74285714285715
Harvard Man,R,2001,0.06,"Comedy,Crime,Drama",99,4.9,4160.0,5.5,-98.9090909090909
Hatchet,R,2006,0.16,"Comedy,Horror,Thriller",85,5.7,28170.0,1.5,-89.33333333333334
Hav Plenty,R,1997,2.3,Comedy,92,6.5,932.0,0.65,253.84615384615384
Haywire,R,2011,18.94,"Action,Drama,Thriller",93,5.8,81964.0,23.0,-17.652173913043473
He Got Game,R,1998,21.55,"Drama,Sport",136,6.9,43370.0,25.0,-13.799999999999999
He's Just Not That Into You,PG-13,2009,93.95,"Comedy,Drama,Romance",129,6.4,158733.0,40.0,134.875
Head Over Heels,PG-13,2001,10.4,"Comedy,Mystery,Romance",86,5.5,13606.0,14.0,-25.71428571428571
Head of State,PG-13,2003,37.79,Comedy,95,5.5,17863.0,35.2,7.357954545454534
Heartbreakers,PG-13,2001,40.34,"Comedy,Crime,Romance",123,6.2,50580.0,38.0,6.157894736842114
Hearts Beat Loud,PG-13,2018,2.39,"Comedy,Drama,Music",97,6.9,8938.0,2.0,19.500000000000007
Hearts in Atlantis,PG-13,2001,24.19,"Drama,Mystery",101,6.9,35732.0,31.0,-21.96774193548387
Hedwig and the Angry Inch,R,2001,3.03,"Comedy,Drama,Music",95,7.7,31306.0,6.0,-49.50000000000001
Heist,R,1998,22.810000000000002,"Crime,Thriller",95,4.0,48903.0,35.0,-100.0
Heist,R,1998,22.810000000000002,"Crime,Thriller",95,4.0,48903.0,8.9,-100.0
Heist,R,2001,0.05,"Action,Crime,Drama",109,6.5,32666.0,35.0,-99.85714285714286
Heist,R,2001,0.05,"Action,Crime,Drama",109,6.5,32666.0,8.9,-99.438202247191
Heist,R,2015,22.810000000000002,"Action,Crime,Drama",93,6.1,48903.0,35.0,-100.0
Heist,R,2015,22.810000000000002,"Action,Crime,Drama",93,6.1,48903.0,8.9,-100.0
Held Up,PG-13,1999,4.69,Comedy,89,5.2,3412.0,8.0,-41.37499999999999
Hell Fest,R,2018,11.11,"Horror,Thriller",89,5.5,12594.0,5.5,101.99999999999999
Hell or High Water,R,2016,26.86,"Action,Crime,Drama",102,7.6,196196.0,12.0,123.83333333333333
Hellboy,PG-13,2004,59.62,"Action,Fantasy,Horror",122,6.8,301693.0,60.0,-0.6333333333333375
Hellboy,PG-13,2004,59.62,"Action,Fantasy,Horror",122,6.8,301693.0,50.0,19.239999999999995
Hellboy,R,2019,21.9,"Action,Adventure,Fantasy",120,5.2,73248.0,60.0,-63.5
