Title,Movie Rating,Year,Gross Income in millions (USD),Movie Genre,Movie Runtime,IMDb Rating,Votes,Budget in millions (USD),Profit percent
Death at a Funeral,R,2010,42.74,Comedy,92,5.7,45872.0,20.0,113.7
Death to Smoochy,R,2002,8.36,"Comedy,Crime,Drama",109,6.4,38253.0,50.0,-83.28
Deception,R,2003,22.810000000000002,"Drama,Mystery,Romance",88,5.2,48903.0,25.0,-100.0
Deception,R,2008,4.6,"Crime,Drama,Mystery",107,6.1,37242.0,25.0,-81.6
Deck the Halls,PG,2006,35.09,"Comedy,Family",93,5.0,21959.0,51.0,-31.19607843137254
Deconstructing Harry,R,1997,10.69,Comedy,96,7.4,41539.0,20.0,-46.550000000000004
Deep Blue Sea,R,1999,73.65,"Action,Adventure,Sci-Fi",105,5.9,121495.0,60.0,22.75000000000001
Deep Impact,PG-13,1998,140.46,"Action,Drama,Romance",120,6.2,159215.0,80.0,75.57500000000002
Deep Rising,R,1998,11.2,"Action,Adventure,Horror",106,6.1,32555.0,45.0,-75.1111111111111
Deepwater Horizon,PG-13,2016,61.43,"Action,Drama,History",107,7.1,145684.0,156.0,-60.62179487179486
Defendor,R,2009,0.04,"Comedy,Crime,Drama",101,6.8,35131.0,3.75,-98.93333333333332
Defiance,R,2008,28.64,"Action,Drama,History",137,7.2,135454.0,50.0,-42.72
"Definitely, Maybe",PG-13,2008,31.97,"Comedy,Drama,Romance",112,7.1,152135.0,7.0,356.7142857142857
Delgo,PG,2008,0.51,"Animation,Adventure,Comedy",94,4.3,2835.0,40.0,-98.72500000000001
Deliver Us from Evil,R,2014,30.58,"Horror,Mystery,Thriller",118,6.2,68878.0,30.0,1.9333333333333276
Delivery Man,PG-13,2013,30.66,"Comedy,Drama",105,6.4,73741.0,22.0,39.36363636363636
Demonic,R,2015,22.810000000000002,"Horror,Mystery,Thriller",83,5.3,48903.0,3.0,-100.0
Den of Thieves,R,2018,44.95,"Action,Crime,Drama",140,7.0,87477.0,30.0,49.83333333333334
Denial,R,1990,22.810000000000002,Drama,103,5.2,48903.0,10.0,-100.0
Denial,R,1998,22.810000000000002,"Comedy,Drama,Romance",93,5.4,48903.0,10.0,-100.0
Denial,PG-13,2016,4.07,"Biography,Drama",109,6.7,18604.0,10.0,-59.3
Derailed,R,2002,22.810000000000002,"Action,Thriller",89,4.0,48903.0,22.0,-100.0
Derailed,R,2005,36.02,"Crime,Drama,Thriller",108,6.6,69904.0,22.0,63.72727272727274
Desert Blue,R,1998,0.1,Drama,90,6.2,2141.0,5.0,-98.00000000000001
Desperado,R,1995,25.63,"Action,Crime,Thriller",104,7.2,167894.0,7.0,266.14285714285717
Despicable Me,PG,2010,251.51,"Animation,Comedy,Family",95,7.6,489034.0,69.0,264.50724637681157
Despicable Me 2,PG,2013,368.06,"Animation,Adventure,Comedy",98,7.3,361728.0,76.0,384.2894736842105
Despicable Me 3,PG,2017,264.62,"Animation,Adventure,Comedy",89,6.3,107580.0,75.0,252.82666666666665
Destiny,PG,2011,22.810000000000002,"Short,Music",4,5.5,48903.0,0.75,-100.0
Destroyer,R,2018,1.53,"Action,Crime,Drama",121,6.2,23139.0,9.0,-83.0
Detention,R,1998,22.810000000000002,Drama,86,6.3,48903.0,10.0,-100.0
Detention,R,1998,22.810000000000002,Drama,83,6.3,48903.0,10.0,-100.0
Detention,R,2003,22.810000000000002,"Action,Drama,Thriller",98,4.1,48903.0,10.0,-100.0
Detention,R,2011,22.810000000000002,"Comedy,Horror,Mystery",93,5.7,48903.0,10.0,-100.0
Deterrence,R,1999,0.14,"Drama,Thriller",104,6.4,2537.0,0.8,-82.5
Detroit Rock City,R,1999,4.22,"Comedy,Music",95,6.9,34767.0,16.0,-73.625
Deuce Bigalow: European Gigolo,R,2005,22.26,Comedy,83,4.7,47708.0,22.0,1.181818181818189
Deuce Bigalow: Male Gigolo,R,1999,65.54,"Comedy,Romance",88,5.7,69369.0,18.0,264.11111111111114
Deuces Wild,R,2002,6.04,"Action,Crime,Drama",96,5.7,6881.0,10.0,-39.6
Devil,PG-13,2010,33.58,"Horror,Mystery,Thriller",80,6.2,127034.0,10.0,235.79999999999995
Devil's Due,R,2014,15.82,"Horror,Mystery,Thriller",89,4.1,15882.0,7.0,126.0
Diamond Ruff,R,2015,22.810000000000002,Action,82,4.2,48903.0,0.5,-100.0
Diamonds,PG-13,1999,0.08,"Comedy,Mystery",91,5.5,1476.0,11.9,-99.32773109243698
Diary of a Mad Black Woman,PG-13,2005,50.63,"Comedy,Drama,Romance",116,5.8,13380.0,5.5,820.5454545454545
Diary of a Wimpy Kid,PG,2010,64.0,"Comedy,Drama,Family",120,6.2,41376.0,15.0,326.6666666666667
Diary of a Wimpy Kid: Dog Days,PG,2012,49.01,"Comedy,Family",94,6.3,21209.0,22.0,122.77272727272725
Diary of a Wimpy Kid: Rodrick Rules,PG,2011,52.7,"Comedy,Family",99,6.5,25170.0,18.0,192.7777777777778
Diary of a Wimpy Kid: The Long Haul,PG,2017,20.64,"Comedy,Family",91,4.3,6617.0,22.0,-6.181818181818179
Diary of the Dead,R,2007,0.96,"Fantasy,Horror,Sci-Fi",95,5.6,45314.0,2.75,-65.0909090909091
Dick,PG-13,1999,6.24,Comedy,94,6.1,18227.0,13.0,-52.0
Dick Tracy,PG,1990,103.74,"Action,Comedy,Crime",105,6.1,56307.0,47.0,120.72340425531914
Dickie Roberts: Former Child Star,PG-13,2003,22.73,Comedy,98,5.6,13436.0,17.0,33.70588235294118
Did You Hear About the Morgans?,PG-13,2009,29.58,"Comedy,Drama,Romance",103,4.8,36984.0,58.0,-49.00000000000001
Die Another Day,PG-13,2002,160.94,"Action,Adventure,Thriller",133,6.1,200784.0,142.0,13.338028169014082
Die Hard 2,R,1990,117.54,"Action,Thriller",124,7.2,328298.0,70.0,67.91428571428573
Digimon: The Movie,PG,2000,9.63,"Animation,Action,Adventure",82,6.1,6678.0,5.0,92.60000000000002
Diner,PG-13,1992,22.810000000000002,"Animation,Short,Comedy",6,6.7,48903.0,5.0,-100.0
Dinner Rush,R,2000,0.11,"Crime,Drama,Romance",99,7.3,4817.0,2.0,-94.5
Dinner for Schmucks,PG-13,2010,73.03,Comedy,114,5.9,97594.0,69.0,5.840579710144929
Dinosaur,PG,2000,137.75,"Animation,Adventure,Family",82,6.5,51601.0,127.5,8.03921568627451
Dirty Grandpa,R,2016,35.59,Comedy,102,5.9,109932.0,11.5,209.47826086956525
Dirty Work,R,1992,22.810000000000002,Crime,84,4.5,48903.0,13.0,-100.0
Dirty Work,PG-13,1998,9.98,Comedy,82,6.5,23238.0,13.0,-23.230769230769226
Dirty Work,R,2006,22.810000000000002,Thriller,97,5.3,48903.0,13.0,-100.0
Disclosure,R,1994,83.02,"Drama,Thriller",128,6.1,45212.0,55.0,50.94545454545454
District 9,R,2009,115.65,"Action,Sci-Fi,Thriller",112,7.9,628139.0,30.0,285.5
Disturbia,PG-13,2007,80.21,"Crime,Drama,Mystery",105,6.8,216110.0,20.0,301.04999999999995
Disturbing Behavior,R,1998,17.41,"Horror,Mystery,Sci-Fi",84,5.7,20508.0,15.0,16.066666666666666
Divergent,PG-13,2014,150.95,"Action,Adventure,Mystery",139,6.7,416699.0,85.0,77.58823529411764
Django Unchained,R,2012,162.81,"Drama,Western",165,8.4,1308796.0,100.0,62.81
Do You Believe?,PG-13,2015,12.99,Drama,120,6.1,6941.0,2.3,464.78260869565224
Doctor Dolittle,PG-13,1998,144.16,"Comedy,Family,Fantasy",85,5.4,89895.0,71.5,101.62237762237763
Doctor Strange,PG-13,2007,22.810000000000002,"Animation,Action,Fantasy",76,6.7,48903.0,165.0,-100.0
Doctor Strange,PG-13,2016,232.64,"Action,Adventure,Fantasy",115,7.5,574082.0,165.0,40.993939393939385
Dogma,R,1999,30.65,"Adventure,Comedy,Drama",130,7.3,205041.0,10.0,206.5
Dogtown and Z-Boys,PG-13,2001,1.29,"Documentary,Sport",91,7.7,12026.0,0.4,222.5
Dolphin Tale,PG,2011,72.29,"Drama,Family",113,6.9,21928.0,37.0,95.37837837837839
Dolphin Tale 2,PG,2014,42.02,"Drama,Family",107,6.4,8114.0,36.0,16.72222222222223
Dom Hemingway,R,2013,0.52,"Comedy,Crime,Drama",93,6.2,25320.0,7.0,-92.57142857142858
Domestic Disturbance,PG-13,2001,45.25,"Crime,Mystery,Thriller",89,5.6,24016.0,53.0,-14.622641509433961
Domino,R,2005,10.17,"Action,Biography,Crime",127,5.9,63969.0,50.0,-79.66
Domino,R,2019,22.810000000000002,"Action,Crime,Thriller",89,4.4,48903.0,50.0,-100.0
Don Jon,R,2013,24.48,"Comedy,Drama,Romance",90,6.5,225063.0,5.5,345.0909090909091
Don Juan DeMarco,PG-13,1994,22.15,"Comedy,Drama,Romance",97,6.7,47213.0,25.0,-11.400000000000006
Don McKay,R,2009,22.810000000000002,"Drama,Mystery,Thriller",87,5.8,48903.0,6.0,-100.0
Don't Be Afraid of the Dark,R,2010,24.04,"Fantasy,Horror,Thriller",99,5.6,46147.0,25.0,-3.840000000000003
Donnie Brasco,R,1997,41.91,"Biography,Crime,Drama",127,7.7,269688.0,35.0,19.742857142857133
Donnie Darko,R,2001,1.48,"Drama,Mystery,Sci-Fi",113,8.0,725484.0,4.5,-67.11111111111111
Doom,R,2005,28.21,"Action,Horror,Sci-Fi",105,5.2,104611.0,70.0,-59.699999999999996
Doomsday,R,2008,10.96,"Action,Sci-Fi,Thriller",105,6.0,71221.0,33.0,-66.78787878787878
Dope,R,2015,17.47,"Comedy,Crime,Drama",103,7.2,79518.0,7.0,149.57142857142856
Double Impact,R,1991,30.1,"Action,Crime",110,5.6,37086.0,16.0,88.12500000000001
Double Jeopardy,R,1992,22.810000000000002,Thriller,99,5.2,48903.0,40.0,-100.0
Double Jeopardy,R,1996,22.810000000000002,"Crime,Drama,Thriller",96,6.0,48903.0,40.0,-100.0
Double Jeopardy,R,1999,116.74,"Crime,Drama,Mystery",105,6.5,70795.0,40.0,191.85
Double Take,R,1997,22.810000000000002,Thriller,86,4.4,48903.0,24.0,-100.0
Double Take,PG-13,2001,0.02,"Action,Comedy,Crime",88,5.5,7960.0,24.0,-99.91666666666667
Doubt,PG-13,2008,33.42,"Drama,Mystery",104,7.5,119186.0,20.0,67.10000000000001
Doug's 1st Movie,G,1999,19.42,"Animation,Adventure,Comedy",77,5.0,2920.0,5.0,288.40000000000003
Down for Life,R,2009,22.810000000000002,Drama,92,6.4,48903.0,3.8,-100.0
Down in the Valley,R,2005,0.57,"Drama,Romance,Thriller",114,6.4,17704.0,8.0,-92.875
Down to Earth,PG-13,2001,64.19,"Comedy,Fantasy",87,5.5,21313.0,30.0,113.96666666666665
Down to You,PG-13,2000,20.04,"Comedy,Drama,Romance",91,5.0,14139.0,9.0,122.66666666666666
Downsizing,R,2017,24.45,"Drama,Sci-Fi",135,5.7,94602.0,68.0,-64.04411764705881
Dr. Dolittle 2,PG,2001,112.95,"Comedy,Family,Fantasy",87,4.7,41061.0,72.0,56.87500000000001
Dracula 2000,R,2000,33.02,"Action,Fantasy,Horror",99,4.9,31486.0,28.0,17.92857142857144
Dracula Untold,PG-13,2014,56.28,"Action,Drama,Fantasy",92,6.3,173292.0,70.0,-19.599999999999998
Draft Day,PG-13,2014,28.83,"Drama,Sport",110,6.8,52171.0,25.0,15.319999999999991
Dragonfly,PG-13,2002,30.06,"Drama,Fantasy,Mystery",104,6.1,36198.0,60.0,-49.9
Dream House,PG-13,2011,21.28,"Drama,Mystery,Thriller",84,6.0,62350.0,50.0,-57.440000000000005
Dreamcatcher,R,2003,33.72,"Drama,Horror,Sci-Fi",134,5.5,87449.0,68.0,-50.411764705882355
Dreamer: Inspired by a True Story,PG,2005,32.7,"Drama,Family,Sport",106,6.8,11875.0,32.0,2.187500000000009
Dreamgirls,PG-13,2006,103.37,"Drama,Music,Musical",130,6.5,67288.0,75.0,37.826666666666675
Dreaming of Joseph Lees,R,1999,0.01,"Romance,Drama",92,6.5,769.0,3.25,-99.69230769230771
Dredd,R,2012,13.41,"Action,Crime,Sci-Fi",95,7.1,245211.0,45.0,-70.19999999999999
Drillbit Taylor,PG-13,2008,32.85,"Action,Comedy,Crime",110,5.7,57356.0,40.0,-17.874999999999996
Drinking Buddies,R,2013,0.34,"Comedy,Drama,Romance",90,6.1,55242.0,0.5,-31.999999999999996
Drive,R,1997,22.810000000000002,"Action,Adventure,Sci-Fi",100,6.8,48903.0,15.0,-100.0
Drive,R,2011,35.06,"Crime,Drama",100,7.8,555265.0,15.0,133.73333333333335
Drive Angry,R,2011,10.71,"Action,Fantasy,Thriller",104,5.4,93051.0,50.0,-78.58
Drive Me Crazy,PG-13,1999,17.85,"Comedy,Drama,Romance",91,5.8,17775.0,8.0,123.12500000000001
Driven,PG-13,2001,32.62,"Action,Drama,Sport",116,4.6,38779.0,72.0,-54.69444444444444
Driven,R,2018,22.810000000000002,"Biography,Drama,Thriller",113,6.3,48903.0,72.0,-100.0
Drones,R,2010,22.810000000000002,Comedy,98,6.3,48903.0,0.5,-100.0
Drop Dead Gorgeous,R,1991,22.810000000000002,Thriller,90,5.5,48903.0,10.0,-100.0
Drop Dead Gorgeous,PG-13,1999,10.56,"Comedy,Romance,Thriller",97,6.6,31727.0,10.0,5.600000000000005
Drowning Mona,PG-13,2000,15.43,"Comedy,Crime,Mystery",96,5.7,12969.0,16.0,-3.5625000000000018
Drumline,PG-13,2002,56.4,"Comedy,Drama,Romance",118,5.8,32501.0,20.0,181.99999999999997
Drunk Wedding,R,2015,22.810000000000002,Comedy,81,4.6,48903.0,0.6,-100.0
"Dude, Where's My Car?",PG-13,2000,46.73,"Comedy,Mystery,Sci-Fi",83,5.5,132565.0,13.0,259.46153846153845
Due Date,R,2010,100.54,"Comedy,Drama",95,6.5,317393.0,65.0,54.67692307692309
Duets,R,2000,4.73,"Comedy,Drama,Music",112,6.1,9035.0,16.0,-70.4375
Duma,PG,2005,0.86,"Adventure,Drama,Family",100,7.2,7650.0,12.0,-92.83333333333333
Dumb and Dumber To,PG-13,2014,86.21,Comedy,109,5.6,125797.0,40.0,115.52499999999999
Dumbo,PG,2019,114.77,"Adventure,Family,Fantasy",112,6.3,61527.0,170.0,-32.48823529411765
Dunkirk,PG-13,2017,188.37,"Action,Drama,History",106,7.9,524164.0,150.0,25.580000000000002
Duplex,PG-13,2003,9.69,Comedy,89,5.9,54423.0,40.0,-75.775
Duplicity,PG-13,2009,40.57,"Comedy,Crime,Romance",125,6.1,46437.0,60.0,-32.38333333333333
Dwegons and Leprechauns,PG,2014,22.810000000000002,Animation,98,4.0,48903.0,20.0,-100.0
Dying of the Light,R,2014,22.810000000000002,"Action,Drama,Thriller",94,4.4,48903.0,5.0,-100.0
Dylan Dog: Dead of Night,PG-13,2010,1.18,"Action,Comedy,Crime",107,5.1,14474.0,20.0,-94.10000000000001
Eagle Eye,PG-13,2008,101.11,"Action,Mystery,Thriller",118,6.6,173136.0,80.0,26.387499999999996
Early Man,PG,2018,8.27,"Animation,Adventure,Comedy",89,6.1,18384.0,50.0,-83.46000000000001
Earth,G,2007,38.05,Documentary,90,8.0,14108.0,47.0,-19.042553191489368
Earth to Echo,PG,2014,38.92,"Adventure,Family,Sci-Fi",91,5.8,18095.0,13.0,199.38461538461542
Eastern Promises,R,2007,17.11,"Action,Crime,Drama",100,7.6,222952.0,50.0,-65.78
Easy A,PG-13,2010,58.4,"Comedy,Drama,Romance",92,7.0,348533.0,8.0,630.0
Eat Pray Love,PG-13,2010,80.57,"Biography,Drama,Romance",133,5.8,85376.0,60.0,34.283333333333324
Ed Wood,R,1994,5.89,"Biography,Comedy,Drama",127,7.8,162462.0,18.0,-67.27777777777777
Eddie the Eagle,PG-13,2015,15.79,"Biography,Comedy,Drama",106,7.4,82207.0,23.0,-31.347826086956527
Eden,R,1993,22.810000000000002,"Drama,Romance",107,5.1,48903.0,2.3,-100.0
Eden,R,1996,22.810000000000002,Drama,106,5.8,48903.0,2.3,-100.0
Eden,R,2012,22.810000000000002,"Crime,Drama",98,6.6,48903.0,2.3,-100.0
Eden,R,2014,22.810000000000002,"Drama,Thriller",90,4.7,48903.0,2.3,-100.0
Edge of Darkness,R,2010,43.31,"Action,Crime,Drama",117,6.6,88307.0,60.0,-27.816666666666663
Edge of Tomorrow,PG-13,2014,100.21,"Action,Adventure,Sci-Fi",113,7.9,582686.0,178.0,-43.70224719101124
Edmond,R,2005,0.13,"Drama,Thriller",82,6.2,11152.0,10.0,-98.69999999999999
Edward Scissorhands,PG-13,1990,56.36,"Drama,Fantasy,Romance",105,7.9,435286.0,20.0,181.8
Eight Below,PG,2006,81.61,"Adventure,Drama,Family",120,7.3,59626.0,40.0,104.02499999999999
Eight Legged Freaks,PG-13,2002,17.32,"Action,Adventure,Comedy",99,5.4,51827.0,30.0,-42.266666666666666
Eighth Grade,R,2018,13.54,"Comedy,Drama",93,7.4,57827.0,2.0,577.0
El Chicano,R,2018,1.39,Drama,108,5.3,966.0,8.0,-82.625
El Mariachi,R,1992,2.04,"Action,Crime,Thriller",81,6.9,62017.0,0.007,29042.857142857138
Election,R,1999,14.88,"Comedy,Drama,Romance",103,7.2,87578.0,8.5,75.05882352941178
Elektra,PG-13,2005,24.41,"Action,Adventure,Crime",97,4.7,85763.0,65.0,-62.44615384615385
Elephant,R,2003,1.23,"Crime,Drama,Thriller",81,7.2,84093.0,3.0,-59.0
Elephant,G,2020,22.810000000000002,"Documentary,Adventure,Biography",86,7.1,48903.0,3.0,-100.0
Elf,PG,2003,173.4,"Comedy,Family,Fantasy",97,6.9,210709.0,32.0,441.875
Eli,R,2019,22.810000000000002,"Drama,Horror,Mystery",98,5.7,48903.0,11.0,-100.0
Elizabeth: The Golden Age,PG-13,2007,16.29,"Biography,Drama,History",114,6.8,65597.0,55.0,-70.38181818181818
Elizabethtown,PG-13,2005,26.84,"Comedy,Drama,Romance",123,6.4,66420.0,54.0,-50.2962962962963
Ella Enchanted,PG,2004,22.92,"Comedy,Family,Fantasy",96,6.3,60253.0,35.0,-34.514285714285705
Elsa & Fred,PG-13,2014,22.810000000000002,"Comedy,Drama,Romance",93,6.4,48903.0,10.0,-100.0
Elysium,R,2013,93.05,"Action,Drama,Sci-Fi",109,6.6,412242.0,120.0,-22.458333333333336
Emma,PG,1996,22.2,"Comedy,Drama,Romance",120,6.6,35017.0,5.9,276.2711864406779
Empire,R,2002,17.5,"Crime,Drama,Thriller",90,6.0,7187.0,3.5,400.0
Employee of the Month,R,2004,22.810000000000002,"Comedy,Drama",97,6.2,48903.0,10.0,-100.0
Employee of the Month,PG-13,2006,28.44,"Comedy,Romance",103,5.5,43826.0,10.0,184.4
Enchanted,PG,2007,127.81,"Animation,Comedy,Family",107,7.0,173164.0,85.0,50.36470588235294
End of Days,R,1999,66.89,"Action,Fantasy,Horror",122,5.8,103896.0,100.0,-33.11
End of Watch,R,2012,41.0,"Action,Crime,Drama",109,7.6,223287.0,15.0,173.33333333333334
End of the Spear,PG-13,2005,11.97,"Adventure,Biography,Drama",108,6.8,4837.0,10.0,19.700000000000006
Ender's Game,PG-13,2013,61.74,"Action,Adventure,Fantasy",114,6.6,219528.0,110.0,-43.87272727272727
Endless Love,PG-13,2014,23.39,"Drama,Romance",104,6.3,39650.0,20.0,16.950000000000003
Enemy at the Gates,R,2001,51.4,"Drama,History,War",131,7.6,236955.0,85.0,-39.529411764705884
Enemy of the State,R,1998,111.55,"Action,Thriller",132,7.3,222866.0,85.0,31.235294117647054
Enough,PG-13,2002,40.01,"Crime,Drama,Thriller",115,5.8,38554.0,38.0,5.289473684210521
Enough Said,PG-13,2013,17.54,"Comedy,Drama,Romance",93,7.0,57793.0,8.0,119.24999999999999
Enter Nowhere,R,2011,22.810000000000002,"Mystery,Sci-Fi,Thriller",90,6.5,48903.0,0.5,-100.0
Entourage,R,2015,32.36,Comedy,104,6.6,74699.0,30.0,7.8666666666666645
Entrapment,PG-13,1999,87.7,"Action,Crime,Romance",113,6.3,104763.0,66.0,32.87878787878788
Envy,PG-13,2004,12.18,Comedy,99,4.8,29487.0,20.0,-39.1
Epic,PG,2013,107.52,"Animation,Adventure,Family",102,6.7,98325.0,100.0,7.519999999999996
Equilibrium,R,2002,1.2,"Action,Drama,Sci-Fi",107,7.4,307179.0,20.0,-94.0
Eragon,PG,2006,75.03,"Action,Adventure,Family",104,5.1,120452.0,100.0,-24.97
Eraser,R,1996,101.3,"Action,Drama,Thriller",115,6.1,101489.0,100.0,1.2999999999999972
Erin Brockovich,R,2000,125.6,"Biography,Drama",131,7.3,169631.0,50.0,151.2
Escape Plan,R,2013,25.13,"Action,Thriller",115,6.7,222677.0,70.0,-64.1
Escape from L.A.,R,1996,25.48,"Action,Adventure,Sci-Fi",101,5.8,67982.0,50.0,-49.04
Eternal Sunshine of the Spotless Mind,R,2004,34.4,"Drama,Romance,Sci-Fi",108,8.3,883548.0,20.0,72.0
Eulogy,R,2004,0.07,"Comedy,Drama",91,6.6,8465.0,10.0,-99.3
Evan Almighty,PG,2007,100.46,"Comedy,Family,Fantasy",96,5.4,136876.0,175.0,-42.59428571428572
Eve's Bayou,R,1997,14.82,Drama,109,7.3,8369.0,5.0,196.4
Evening,PG-13,2007,12.41,"Drama,Romance",117,6.5,12859.0,30.0,-58.63333333333334
Event Horizon,R,1997,26.67,"Horror,Sci-Fi,Thriller",96,6.7,153469.0,60.0,-55.55
Ever After: A Cinderella Story,PG-13,1998,65.71,"Comedy,Drama,Romance",121,7.0,67637.0,26.0,152.7307692307692
Everest,PG-13,2015,43.48,"Action,Adventure,Biography",121,7.1,191855.0,65.0,-33.10769230769231
Everybody Wants to Be Italian,R,2007,0.35,"Comedy,Romance",105,5.8,1755.0,3.0,-88.33333333333333
Everybody's Fine,PG-13,2009,8.86,Drama,99,7.1,57947.0,20.0,-55.7
Everyone Says I Love You,R,1996,9.71,"Comedy,Musical,Romance",101,6.7,34694.0,20.0,-51.449999999999996
Everything Must Go,R,2010,2.71,Drama,97,6.4,47133.0,5.0,-45.800000000000004
Everything Put Together,R,2000,22.810000000000002,Drama,87,6.2,48903.0,0.5,-100.0
"Everything, Everything",PG-13,2017,34.0,"Drama,Romance",96,6.4,31164.0,10.0,240.0
Evil Dead,R,2013,54.24,"Fantasy,Horror,Thriller",91,6.5,153299.0,17.0,219.0588235294118
Evita,PG,1996,50.05,"Biography,Drama,History",135,6.3,33353.0,55.0,-9.000000000000005
Evolution,PG-13,2001,38.35,"Comedy,Sci-Fi",101,6.1,117570.0,80.0,-52.0625
Excessive Force,R,1993,1.15,Action,87,5.4,1104.0,13.0,-91.15384615384615
Executive Decision,R,1996,56.57,"Action,Adventure,Thriller",133,6.4,49422.0,55.0,2.854545454545455
Exeter,R,2015,22.810000000000002,"Horror,Mystery,Thriller",91,4.5,48903.0,0.025,-100.0
Exit Wounds,R,2001,51.76,"Action,Crime,Thriller",101,5.6,31523.0,33.0,56.84848484848484
Exodus: Gods and Kings,PG-13,2014,65.01,"Action,Drama,Fantasy",150,6.0,156895.0,140.0,-53.56428571428571
Exorcist: The Beginning,R,2004,41.82,"Horror,Mystery,Thriller",114,5.1,32798.0,78.0,-46.38461538461539
Extract,R,2009,10.81,"Comedy,Crime,Romance",92,6.1,44028.0,7.5,44.13333333333334
Extraordinary Measures,PG,2010,11.85,Drama,106,6.4,16075.0,31.0,-61.77419354838709
Extreme Measures,R,1996,17.31,"Crime,Drama,Mystery",118,6.2,16710.0,38.0,-54.44736842105263
Eye for an Eye,R,1996,26.79,"Crime,Drama,Thriller",101,6.2,13065.0,20.0,33.949999999999996
Eye of the Beholder,R,1999,16.46,"Drama,Mystery,Thriller",109,5.1,14321.0,15.0,9.73333333333334
Eye of the Dolphin,PG-13,2006,0.07,"Comedy,Drama,Family",102,5.7,931.0,2.5,-97.2
Eyes Wide Shut,R,1999,55.69,"Drama,Mystery,Thriller",159,7.4,292303.0,65.0,-14.323076923076927
Fabled,R,2002,0.03,"Drama,Mystery,Thriller",84,5.2,208.0,0.4,-92.5
Face/Off,R,1997,112.23,"Action,Crime,Sci-Fi",138,7.3,341808.0,80.0,40.2875
Facing the Giants,PG,2006,10.18,"Drama,Fantasy,Sport",111,6.6,15550.0,0.1,10080.0
Factory Girl,R,2006,1.66,"Biography,Drama",90,6.5,20531.0,7.0,-76.28571428571428
Fahrenheit 11/9,R,2018,6.35,Documentary,128,6.9,16280.0,5.0,26.99999999999999
Fahrenheit 9/11,R,2004,119.19,"Documentary,Drama,War",122,7.5,125151.0,6.0,1886.4999999999998
Failure to Launch,PG-13,2006,88.72,"Comedy,Romance",97,5.6,72014.0,50.0,77.44
Fair Game,R,1995,11.53,"Action,Romance,Thriller",91,4.3,11903.0,50.0,-76.94
Fair Game,PG-13,2010,9.53,"Biography,Drama,Thriller",108,6.8,45788.0,50.0,-80.94
Faithful,R,1996,2.1,"Comedy,Crime,Drama",91,5.9,1924.0,13.0,-83.84615384615385
Falcon Rising,R,2014,0.01,"Action,Adventure,Crime",103,5.8,7698.0,4.5,-99.77777777777779
Fame,PG,2009,22.46,"Comedy,Drama,Musical",107,5.1,15787.0,18.0,24.777777777777782
Fantastic Beasts and Where to Find Them,PG-13,2016,234.04,"Adventure,Family,Fantasy",132,7.3,395828.0,180.0,30.02222222222222
Fantastic Beasts: The Crimes of Grindelwald,PG-13,2018,159.56,"Adventure,Family,Fantasy",134,6.6,206224.0,200.0,-20.22
Fantastic Four,PG-13,2005,154.7,"Action,Adventure,Fantasy",106,5.7,306846.0,120.0,28.916666666666657
Fantastic Four,PG-13,2005,154.7,"Action,Adventure,Fantasy",106,5.7,306846.0,87.5,76.8
Fantastic Four,PG-13,2015,56.12,"Action,Adventure,Sci-Fi",100,4.3,148209.0,120.0,-53.233333333333334
Fantastic Four,PG-13,2015,56.12,"Action,Adventure,Sci-Fi",100,4.3,148209.0,87.5,-35.862857142857145
Fantastic Mr. Fox,PG,2009,21.0,"Animation,Adventure,Comedy",87,7.9,191416.0,40.0,-47.5
Farce of the Penguins,R,2006,22.810000000000002,"Animation,Comedy",80,4.1,48903.0,5.0,-100.0
Fargo,R,1996,24.61,"Crime,Drama,Thriller",98,8.1,597317.0,7.0,251.57142857142856
Fast & Furious,PG-13,2009,155.06,"Action,Thriller",107,6.6,256550.0,85.0,82.4235294117647
Furious 7,PG-13,2015,353.01,"Action,Adventure,Thriller",137,7.1,351957.0,190.0,85.79473684210525
Fast Five,PG-13,2011,209.84,"Action,Adventure,Crime",130,7.3,345756.0,125.0,67.872
Faster,PG-13,2003,22.810000000000002,Documentary,103,7.8,48903.0,24.0,-100.0
Faster,R,2010,23.24,"Action,Crime,Drama",98,6.4,98137.0,24.0,-3.166666666666673
Fat Albert,PG,2004,48.12,"Animation,Comedy,Family",93,4.3,11071.0,45.0,6.933333333333327
Father Figures,R,2017,17.5,"Comedy,Drama",113,5.5,17054.0,25.0,-30.0
Fear Clinic,R,2014,22.810000000000002,Horror,95,4.9,48903.0,1.0,-100.0
